Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
All other,2015,TX,Combined Ages,Combined Gender,Insufficient Data
All other,2015,UT,Combined Ages,Combined Gender,Insufficient Data
All other,2015,VA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,VT,Combined Ages,Combined Gender,Insufficient Data
All other,2015,WA,Combined Ages,Combined Gender,Insufficient Data
All other,2015,WI,Combined Ages,Combined Gender,Insufficient Data
All other,2015,WV,Combined Ages,Combined Gender,Insufficient Data
All other,2015,WY,Combined Ages,Combined Gender,Insufficient Data
B-lactams increased activity,2015,National,0-19,M,Insufficient Data
B-lactams increased activity,2015,National,20+,F,Insufficient Data
B-lactams increased activity,2015,National,Combined Ages,M,68.2111116249162
B-lactams increased activity,2015,National,0-19,F,Insufficient Data
B-lactams increased activity,2015,National,20+,Combined Gender,77.0851254275372
B-lactams increased activity,2015,National,Combined Ages,Combined Gender,78.8587502436777
B-lactams increased activity,2015,National,20+,M,Insufficient Data
B-lactams increased activity,2015,National,Combined Ages,F,88.9222127942526
B-lactams increased activity,2015,National,0-19,Combined Gender,82.4346456023644
Cephalosporins,2015,AK,Combined Ages,Combined Gender,62.3213918140059
Cephalosporins,2015,AL,Combined Ages,Combined Gender,176.237413250809
Cephalosporins,2015,AR,Combined Ages,Combined Gender,175.266509614519
Cephalosporins,2015,AZ,Combined Ages,Combined Gender,109.934445556685
Cephalosporins,2015,CA,Combined Ages,Combined Gender,73.7846496054706
Cephalosporins,2015,CO,Combined Ages,Combined Gender,86.4198194691411
Cephalosporins,2015,CT,Combined Ages,Combined Gender,109.947141179085
Cephalosporins,2015,DC,Combined Ages,Combined Gender,101.586931814801
Cephalosporins,2015,DE,Combined Ages,Combined Gender,113.75550514095
Cephalosporins,2015,FL,Combined Ages,Combined Gender,88.4283132306674
Cephalosporins,2015,GA,Combined Ages,Combined Gender,112.022573975565
Cephalosporins,2015,HI,Combined Ages,Combined Gender,75.8981854606339
Cephalosporins,2015,IA,Combined Ages,Combined Gender,168.66479998233
Cephalosporins,2015,ID,Combined Ages,Combined Gender,107.606641972771
Cephalosporins,2015,IL,Combined Ages,Combined Gender,97.7136033101142
Cephalosporins,2015,IN,Combined Ages,Combined Gender,165.888854144014
Cephalosporins,2015,KS,Combined Ages,Combined Gender,158.284967137089
Cephalosporins,2015,KY,Combined Ages,Combined Gender,198.12554405649
Cephalosporins,2015,LA,Combined Ages,Combined Gender,142.774462802771
Cephalosporins,2015,MA,Combined Ages,Combined Gender,85.9675922396356
Cephalosporins,2015,MD,Combined Ages,Combined Gender,92.1858963462499
Cephalosporins,2015,ME,Combined Ages,Combined Gender,83.2335059518792
Cephalosporins,2015,MI,Combined Ages,Combined Gender,124.803637684409
Cephalosporins,2015,MN,Combined Ages,Combined Gender,95.6229622810002
Cephalosporins,2015,MO,Combined Ages,Combined Gender,132.807694103168
Cephalosporins,2015,MS,Combined Ages,Combined Gender,179.782614434959
Cephalosporins,2015,MT,Combined Ages,Combined Gender,79.6386462448774
Cephalosporins,2015,National,0-19,M,Insufficient Data
Cephalosporins,2015,National,20+,F,Insufficient Data
Cephalosporins,2015,National,Combined Ages,M,95.3450965531155
Cephalosporins,2015,National,0-19,F,Insufficient Data
Cephalosporins,2015,National,20+,Combined Gender,102.760209622372
Cephalosporins,2015,National,Combined Ages,Combined Gender,112.843321060012
Cephalosporins,2015,National,20+,M,Insufficient Data
Cephalosporins,2015,National,Combined Ages,F,129.437825000528
Cephalosporins,2015,National,0-19,Combined Gender,140.157555814713
Cephalosporins,2015,NC,Combined Ages,Combined Gender,119.057087852578
Cephalosporins,2015,ND,Combined Ages,Combined Gender,133.972853392731
Cephalosporins,2015,NE,Combined Ages,Combined Gender,181.864707650605
Cephalosporins,2015,NH,Combined Ages,Combined Gender,87.5136478962996
Cephalosporins,2015,NJ,Combined Ages,Combined Gender,106.227484822809
Cephalosporins,2015,NM,Combined Ages,Combined Gender,91.9038621002543
Cephalosporins,2015,NV,Combined Ages,Combined Gender,91.8305512748003
Cephalosporins,2015,NY,Combined Ages,Combined Gender,106.849055943256
Cephalosporins,2015,OH,Combined Ages,Combined Gender,126.878115091485
Cephalosporins,2015,OK,Combined Ages,Combined Gender,143.891287329298
Cephalosporins,2015,OR,Combined Ages,Combined Gender,72.2601841608925
Cephalosporins,2015,PA,Combined Ages,Combined Gender,114.376038029444
Cephalosporins,2015,RI,Combined Ages,Combined Gender,98.7950370066022
Cephalosporins,2015,SC,Combined Ages,Combined Gender,126.471557424963
Cephalosporins,2015,SD,Combined Ages,Combined Gender,154.302648086302
Cephalosporins,2015,TN,Combined Ages,Combined Gender,174.370580787335
Cephalosporins,2015,TX,Combined Ages,Combined Gender,128.815939239975
Cephalosporins,2015,UT,Combined Ages,Combined Gender,121.005237458022
Cephalosporins,2015,VA,Combined Ages,Combined Gender,118.859544556467
Cephalosporins,2015,VT,Combined Ages,Combined Gender,86.7403305209553
Cephalosporins,2015,WA,Combined Ages,Combined Gender,82.0298141611211
Cephalosporins,2015,WI,Combined Ages,Combined Gender,91.2341628984765
Cephalosporins,2015,WV,Combined Ages,Combined Gender,217.144254628749
Cephalosporins,2015,WY,Combined Ages,Combined Gender,114.489675093455
Fluoroquinolones,2015,AK,Combined Ages,Combined Gender,57.3983250996707
Fluoroquinolones,2015,AL,Combined Ages,Combined Gender,158.661525394533
Fluoroquinolones,2015,AR,Combined Ages,Combined Gender,148.431796478684
Fluoroquinolones,2015,AZ,Combined Ages,Combined Gender,88.9860055520865
Fluoroquinolones,2015,CA,Combined Ages,Combined Gender,70.1777256953881
Fluoroquinolones,2015,CO,Combined Ages,Combined Gender,61.808825464478
Fluoroquinolones,2015,CT,Combined Ages,Combined Gender,94.5019056578244
Fluoroquinolones,2015,DC,Combined Ages,Combined Gender,133.772172536699
Fluoroquinolones,2015,DE,Combined Ages,Combined Gender,115.682140614461
Fluoroquinolones,2015,FL,Combined Ages,Combined Gender,105.715521946527
Fluoroquinolones,2015,GA,Combined Ages,Combined Gender,103.667019420728
Fluoroquinolones,2015,HI,Combined Ages,Combined Gender,81.2993476543425
Fluoroquinolones,2015,IA,Combined Ages,Combined Gender,115.269296478535
Fluoroquinolones,2015,ID,Combined Ages,Combined Gender,72.2115799459791
Fluoroquinolones,2015,IL,Combined Ages,Combined Gender,96.2056097222463
Fluoroquinolones,2015,IN,Combined Ages,Combined Gender,109.9508752689
Fluoroquinolones,2015,KS,Combined Ages,Combined Gender,117.671522691156
Fluoroquinolones,2015,KY,Combined Ages,Combined Gender,158.07599480418
Fluoroquinolones,2015,LA,Combined Ages,Combined Gender,136.008526729477
Fluoroquinolones,2015,MA,Combined Ages,Combined Gender,81.9298124255471
Fluoroquinolones,2015,MD,Combined Ages,Combined Gender,95.4716226905289
Fluoroquinolones,2015,ME,Combined Ages,Combined Gender,80.9556407447972
Fluoroquinolones,2015,MI,Combined Ages,Combined Gender,103.261283158731
Fluoroquinolones,2015,MN,Combined Ages,Combined Gender,71.3159260958106
Fluoroquinolones,2015,MO,Combined Ages,Combined Gender,114.6644625154
Fluoroquinolones,2015,MS,Combined Ages,Combined Gender,157.349185401492
Fluoroquinolones,2015,MT,Combined Ages,Combined Gender,73.8227443949315
Fluoroquinolones,2015,National,0-19,M,Insufficient Data
Fluoroquinolones,2015,National,20+,F,Insufficient Data
Fluoroquinolones,2015,National,Combined Ages,M,71.6423987524662
Fluoroquinolones,2015,National,0-19,F,Insufficient Data
Fluoroquinolones,2015,National,20+,Combined Gender,131.980108538832
Fluoroquinolones,2015,National,Combined Ages,Combined Gender,100.998052820917
Fluoroquinolones,2015,National,20+,M,Insufficient Data
Fluoroquinolones,2015,National,Combined Ages,F,129.171940468264
Fluoroquinolones,2015,National,0-19,Combined Gender,8.81096572826377
Fluoroquinolones,2015,NC,Combined Ages,Combined Gender,110.408559284553
Fluoroquinolones,2015,ND,Combined Ages,Combined Gender,109.961898571461
Fluoroquinolones,2015,NE,Combined Ages,Combined Gender,123.269424477505
Fluoroquinolones,2015,NH,Combined Ages,Combined Gender,75.4627132859559
Fluoroquinolones,2015,NJ,Combined Ages,Combined Gender,115.647545945738
Fluoroquinolones,2015,NM,Combined Ages,Combined Gender,73.1959144581885
Fluoroquinolones,2015,NV,Combined Ages,Combined Gender,90.3244310919472
Fluoroquinolones,2015,NY,Combined Ages,Combined Gender,115.639313427788
Fluoroquinolones,2015,OH,Combined Ages,Combined Gender,114.975849067076
Fluoroquinolones,2015,OK,Combined Ages,Combined Gender,113.914918628868
Fluoroquinolones,2015,OR,Combined Ages,Combined Gender,65.8095169071447
Fluoroquinolones,2015,PA,Combined Ages,Combined Gender,106.13809112172
Fluoroquinolones,2015,RI,Combined Ages,Combined Gender,110.087200770994
Fluoroquinolones,2015,SC,Combined Ages,Combined Gender,122.423312131623
Fluoroquinolones,2015,SD,Combined Ages,Combined Gender,87.0034678013995
Fluoroquinolones,2015,TN,Combined Ages,Combined Gender,152.858258391023
Fluoroquinolones,2015,TX,Combined Ages,Combined Gender,105.874337264752
Fluoroquinolones,2015,UT,Combined Ages,Combined Gender,70.1458083479561
Fluoroquinolones,2015,VA,Combined Ages,Combined Gender,93.5285845998007
Fluoroquinolones,2015,VT,Combined Ages,Combined Gender,68.3610844000882
Fluoroquinolones,2015,WA,Combined Ages,Combined Gender,60.4130536984885
Fluoroquinolones,2015,WI,Combined Ages,Combined Gender,77.0830727784578
Fluoroquinolones,2015,WV,Combined Ages,Combined Gender,164.244434225825
Fluoroquinolones,2015,WY,Combined Ages,Combined Gender,72.3556620207572
Lincosamides,2015,National,0-19,M,Insufficient Data
Lincosamides,2015,National,20+,F,Insufficient Data
Lincosamides,2015,National,Combined Ages,Combined Gender,30.7635257636701
Lincosamides,2015,National,20+,M,Insufficient Data
Lincosamides,2015,National,Combined Ages,F,36.2379338531367
Lincosamides,2015,National,0-19,Combined Gender,14.1656793385861
Lincosamides,2015,National,Combined Ages,M,25.0019523881188
Lincosamides,2015,National,0-19,F,Insufficient Data
Lincosamides,2015,National,20+,Combined Gender,36.2568541771271
Macrolides,2015,AK,Combined Ages,Combined Gender,100.931690392616
Macrolides,2015,AL,Combined Ages,Combined Gender,214.016405504121
Macrolides,2015,AR,Combined Ages,Combined Gender,204.617141740457
Macrolides,2015,AZ,Combined Ages,Combined Gender,145.746836036275
Macrolides,2015,CA,Combined Ages,Combined Gender,114.396135651956
Macrolides,2015,CO,Combined Ages,Combined Gender,107.082816067378
Macrolides,2015,CT,Combined Ages,Combined Gender,156.792816591787
Macrolides,2015,DC,Combined Ages,Combined Gender,162.927459135888
Macrolides,2015,DE,Combined Ages,Combined Gender,156.994938336078
Macrolides,2015,FL,Combined Ages,Combined Gender,132.601114523048
Macrolides,2015,GA,Combined Ages,Combined Gender,144.394491946057
Macrolides,2015,HI,Combined Ages,Combined Gender,130.623706432579
Macrolides,2015,IA,Combined Ages,Combined Gender,191.26914154395
Macrolides,2015,ID,Combined Ages,Combined Gender,122.468376305946
Macrolides,2015,IL,Combined Ages,Combined Gender,161.267931286142
Macrolides,2015,IN,Combined Ages,Combined Gender,165.974299361922
Macrolides,2015,KS,Combined Ages,Combined Gender,184.450318566062
Macrolides,2015,KY,Combined Ages,Combined Gender,227.881239531298
Macrolides,2015,LA,Combined Ages,Combined Gender,230.080811882703
Macrolides,2015,MA,Combined Ages,Combined Gender,124.594192118187
Macrolides,2015,MD,Combined Ages,Combined Gender,140.2942061311
Macrolides,2015,ME,Combined Ages,Combined Gender,139.733399130989
Macrolides,2015,MI,Combined Ages,Combined Gender,170.725623064024
Macrolides,2015,MN,Combined Ages,Combined Gender,118.15902050316
Macrolides,2015,MO,Combined Ages,Combined Gender,163.482033548161
Macrolides,2015,MS,Combined Ages,Combined Gender,241.945893054019
Macrolides,2015,MT,Combined Ages,Combined Gender,126.688229525368
Macrolides,2015,National,0-19,M,Insufficient Data
Macrolides,2015,National,20+,F,Insufficient Data
Macrolides,2015,National,Combined Ages,M,121.234260302581
Macrolides,2015,National,0-19,F,Insufficient Data
Macrolides,2015,National,20+,Combined Gender,157.365624036099
Macrolides,2015,National,Combined Ages,Combined Gender,153.66709749603
Macrolides,2015,National,20+,M,Insufficient Data
Macrolides,2015,National,Combined Ages,F,184.593003253075
Macrolides,2015,National,0-19,Combined Gender,139.467894150998
Macrolides,2015,NC,Combined Ages,Combined Gender,142.132348123569
Macrolides,2015,ND,Combined Ages,Combined Gender,150.090814569965
Macrolides,2015,NE,Combined Ages,Combined Gender,179.08683201578
Macrolides,2015,NH,Combined Ages,Combined Gender,121.824511802124
Macrolides,2015,NJ,Combined Ages,Combined Gender,187.74592981726
Macrolides,2015,NM,Combined Ages,Combined Gender,142.295774465509
Macrolides,2015,NV,Combined Ages,Combined Gender,140.385911385774
Macrolides,2015,NY,Combined Ages,Combined Gender,176.767752296417
Macrolides,2015,OH,Combined Ages,Combined Gender,169.78691381518
Macrolides,2015,OK,Combined Ages,Combined Gender,182.707329307772
Macrolides,2015,OR,Combined Ages,Combined Gender,93.5622392483279
Macrolides,2015,PA,Combined Ages,Combined Gender,159.895846929321
Macrolides,2015,RI,Combined Ages,Combined Gender,175.02906376799
Macrolides,2015,SC,Combined Ages,Combined Gender,166.384358227882
Macrolides,2015,SD,Combined Ages,Combined Gender,168.999800808182
Macrolides,2015,TN,Combined Ages,Combined Gender,200.364986495323
Macrolides,2015,TX,Combined Ages,Combined Gender,169.482111436128
Macrolides,2015,UT,Combined Ages,Combined Gender,123.928674306616
Macrolides,2015,VA,Combined Ages,Combined Gender,139.375273246699
Macrolides,2015,VT,Combined Ages,Combined Gender,114.957175397178
Macrolides,2015,WA,Combined Ages,Combined Gender,106.222243513606
Macrolides,2015,WI,Combined Ages,Combined Gender,127.040198830882
Macrolides,2015,WV,Combined Ages,Combined Gender,228.79698155443
Macrolides,2015,WY,Combined Ages,Combined Gender,156.009278169344
Other,2015,National,Combined Ages,F,1.63083986709118
Other,2015,National,0-19,Combined Gender,Insufficient Data
Other,2015,National,Combined Ages,M,1.1578006947727
Other,2015,National,0-19,F,Insufficient Data
Other,2015,National,20+,Combined Gender,1.80152785832167
Other,2015,National,0-19,M,Insufficient Data
Other,2015,National,20+,F,Insufficient Data
Other,2015,National,Combined Ages,Combined Gender,1.40019193648956
Other,2015,National,20+,M,Insufficient Data
Penicillins,2015,AK,Combined Ages,Combined Gender,108.058236912809
Penicillins,2015,AL,Combined Ages,Combined Gender,218.950758996901
Penicillins,2015,AR,Combined Ages,Combined Gender,250.928395099867
Penicillins,2015,AZ,Combined Ages,Combined Gender,165.668548849495
Penicillins,2015,CA,Combined Ages,Combined Gender,147.934775172522
Penicillins,2015,CO,Combined Ages,Combined Gender,159.122676609911
Penicillins,2015,CT,Combined Ages,Combined Gender,189.804078993321
Penicillins,2015,DC,Combined Ages,Combined Gender,214.350324592251
Penicillins,2015,DE,Combined Ages,Combined Gender,211.590068651724
Penicillins,2015,FL,Combined Ages,Combined Gender,139.517246377033
Penicillins,2015,GA,Combined Ages,Combined Gender,189.118241463915
Penicillins,2015,HI,Combined Ages,Combined Gender,140.437970582627
Penicillins,2015,IA,Combined Ages,Combined Gender,221.165120895395
Penicillins,2015,ID,Combined Ages,Combined Gender,165.442949248609
Penicillins,2015,IL,Combined Ages,Combined Gender,209.970673394498
Penicillins,2015,IN,Combined Ages,Combined Gender,217.980443163437
Penicillins,2015,KS,Combined Ages,Combined Gender,213.509137974084
Penicillins,2015,KY,Combined Ages,Combined Gender,281.189724417045
Penicillins,2015,LA,Combined Ages,Combined Gender,248.548726064739
Penicillins,2015,MA,Combined Ages,Combined Gender,188.053348761684
Penicillins,2015,MD,Combined Ages,Combined Gender,192.258185892025
Penicillins,2015,ME,Combined Ages,Combined Gender,160.074187860333
Penicillins,2015,MI,Combined Ages,Combined Gender,229.231799282769
Penicillins,2015,MN,Combined Ages,Combined Gender,175.621871125627
Penicillins,2015,MO,Combined Ages,Combined Gender,219.345170153818
Penicillins,2015,MS,Combined Ages,Combined Gender,242.923177333543
Penicillins,2015,MT,Combined Ages,Combined Gender,145.438913247411
Penicillins,2015,National,0-19,M,Insufficient Data
Penicillins,2015,National,20+,F,Insufficient Data
Penicillins,2015,National,Combined Ages,Combined Gender,191.638987536561
Penicillins,2015,National,20+,M,Insufficient Data
Penicillins,2015,National,Combined Ages,F,209.85523886851
Penicillins,2015,National,0-19,Combined Gender,303.08220862433
Penicillins,2015,National,Combined Ages,M,172.182825914931
Penicillins,2015,National,0-19,F,Insufficient Data
Penicillins,2015,National,20+,Combined Gender,152.155802425248
Penicillins,2015,NC,Combined Ages,Combined Gender,189.702537200281
Penicillins,2015,ND,Combined Ages,Combined Gender,178.462625854276
Penicillins,2015,NE,Combined Ages,Combined Gender,236.145792352033
Penicillins,2015,NH,Combined Ages,Combined Gender,172.576318495003
Penicillins,2015,NJ,Combined Ages,Combined Gender,209.147873529551
Penicillins,2015,NM,Combined Ages,Combined Gender,174.361949423271
Penicillins,2015,NV,Combined Ages,Combined Gender,167.312446706762
Penicillins,2015,NY,Combined Ages,Combined Gender,207.826770347282
Penicillins,2015,OH,Combined Ages,Combined Gender,222.501780913315
Penicillins,2015,OK,Combined Ages,Combined Gender,209.469312035932
Penicillins,2015,OR,Combined Ages,Combined Gender,133.514467816524
Penicillins,2015,PA,Combined Ages,Combined Gender,215.838534855235
Penicillins,2015,RI,Combined Ages,Combined Gender,197.482178324677
Penicillins,2015,SC,Combined Ages,Combined Gender,199.584103496916
Penicillins,2015,SD,Combined Ages,Combined Gender,201.756196205105
Penicillins,2015,TN,Combined Ages,Combined Gender,229.786035450832
Penicillins,2015,TX,Combined Ages,Combined Gender,207.806186613798
Penicillins,2015,UT,Combined Ages,Combined Gender,212.960580709963
Penicillins,2015,VA,Combined Ages,Combined Gender,184.599409781227
Penicillins,2015,VT,Combined Ages,Combined Gender,159.398618623032
Penicillins,2015,WA,Combined Ages,Combined Gender,133.325227732929
Penicillins,2015,WI,Combined Ages,Combined Gender,176.969774941238
Penicillins,2015,WV,Combined Ages,Combined Gender,265.548454337231
Penicillins,2015,WY,Combined Ages,Combined Gender,178.572223160617
Tetracycline,2015,National,0-19,M,Insufficient Data
Tetracycline,2015,National,20+,F,Insufficient Data
Tetracycline,2015,National,Combined Ages,M,53.9861559265936
Tetracycline,2015,National,0-19,F,Insufficient Data
Tetracycline,2015,National,20+,Combined Gender,71.0086719580781
Tetracycline,2015,National,Combined Ages,Combined Gender,64.3777646249593
Tetracycline,2015,National,20+,M,Insufficient Data
Tetracycline,2015,National,Combined Ages,F,74.2687185254832
Tetracycline,2015,National,0-19,Combined Gender,43.7372893914245
Trimethoprim-sulfamethoxazole,2015,National,Combined Ages,M,46.7305730366696
Trimethoprim-sulfamethoxazole,2015,National,0-19,F,Insufficient Data
Trimethoprim-sulfamethoxazole,2015,National,20+,Combined Gender,68.696231688714
Trimethoprim-sulfamethoxazole,2015,National,Combined Ages,F,79.0667267285171
Trimethoprim-sulfamethoxazole,2015,National,0-19,Combined Gender,46.2640760765588
Trimethoprim-sulfamethoxazole,2015,National,0-19,M,Insufficient Data
Trimethoprim-sulfamethoxazole,2015,National,20+,F,Insufficient Data
Trimethoprim-sulfamethoxazole,2015,National,Combined Ages,Combined Gender,63.2446235102146
Trimethoprim-sulfamethoxazole,2015,National,20+,M,Insufficient Data
Urinary anti-infectives,2015,National,Combined Ages,F,71.6314234829638
Urinary anti-infectives,2015,National,0-19,Combined Gender,9.81335060929254
Urinary anti-infectives,2015,National,Combined Ages,Combined Gender,40.2236709723351
Urinary anti-infectives,2015,National,20+,M,Insufficient Data
Urinary anti-infectives,2015,National,Combined Ages,M,7.72028760261978
Urinary anti-infectives,2015,National,0-19,F,Insufficient Data
Urinary anti-infectives,2015,National,20+,Combined Gender,50.4013675611838
Urinary anti-infectives,2015,National,0-19,M,Insufficient Data
Urinary anti-infectives,2015,National,20+,F,Insufficient Data
